name,address,location,listed_in(city),cuisines,price,rating,votes,rest_type
Kurtoskalacs,"130, 17th H Main Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Desserts,Fast Food",350,4.7,262,"Dessert Parlor, Quick Bites"
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,European,Mediterranean",1400,4.7,10503,"Casual Dining, Bar"
Truffles,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,American,Burger,Steak",900,4.7,14704,"Cafe, Casual Dining"
ECHOES Koramangala,"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Chinese,American,Continental,Italian,North Indian",750,4.7,3214,"Cafe, Casual Dining"
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Asian,North Indian",1000,4.7,4441,Bar
Barbeque Nation,"86, 1st Cross, Koramangala 1st Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,European,Mediterranean,BBQ,Kebab",1600,4.7,3625,Casual Dining
Chianti,"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,Italian,1500,4.7,4857,Casual Dining
Vanilla Sky,"253, 2nd Floor, 5th Main, 17th Cross, Sector 6, HSR, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Chinese,Continental,North Indian,Finger Food",1200,4.7,798,Lounge
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Asian,North Indian",1000,4.7,4442,Bar
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"North Indian,European,Mediterranean",1400,4.7,10512,"Casual Dining, Bar"
Barbeque Nation,"86, 1st Cross, Koramangala 1st Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"North Indian,European,Mediterranean,BBQ,Kebab",1600,4.7,3628,Casual Dining
Truffles,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Cafe,American,Burger,Steak",900,4.7,14710,"Cafe, Casual Dining"
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Continental,Asian,North Indian",1000,4.7,4442,Bar
ECHOES Koramangala,"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Chinese,American,Continental,Italian,North Indian",750,4.7,3215,"Cafe, Casual Dining"
Chianti,"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,Italian,1500,4.7,4860,Casual Dining
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Continental,Asian,North Indian",1000,4.7,4447,Bar
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"North Indian,European,Mediterranean",1400,4.7,10530,"Casual Dining, Bar"
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"North Indian,European,Mediterranean",1400,4.7,10530,"Casual Dining, Bar"
Truffles,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Cafe,American,Burger,Steak",900,4.7,14717,"Cafe, Casual Dining"
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Continental,Asian,North Indian",1000,4.7,4447,Bar
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"North Indian,European,Mediterranean",1400,4.7,10541,"Casual Dining, Bar"
Truffles,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Cafe,American,Burger,Steak",900,4.7,14723,"Cafe, Casual Dining"
ECHOES Koramangala,"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Chinese,American,Continental,Italian,North Indian",750,4.7,3217,"Cafe, Casual Dining"
Chianti,"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,Italian,1500,4.7,4870,Casual Dining
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Continental,Asian,North Indian",1000,4.7,4449,Bar
Barbeque Nation,"86, 1st Cross, Koramangala 1st Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"North Indian,European,Mediterranean,BBQ,Kebab",1600,4.7,3632,Casual Dining
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"North Indian,European,Mediterranean",1400,4.7,10541,"Casual Dining, Bar"
Truffles,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,American,Burger,Steak",900,4.7,14723,"Cafe, Casual Dining"
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Continental,Asian,North Indian",1000,4.7,4449,Bar
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"North Indian,European,Mediterranean",1400,4.7,10547,"Casual Dining, Bar"
Truffles,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,American,Burger,Steak",900,4.7,14726,"Cafe, Casual Dining"
ECHOES Koramangala,"Shop 44, 4th B Cross Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Chinese,American,Continental,Italian,North Indian",750,4.7,3220,"Cafe, Casual Dining"
Chianti,"12, 17th Main, 1st Cross, 5th A Block, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,Italian,1500,4.7,4872,Casual Dining
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Continental,Asian,North Indian",1000,4.7,4464,Bar
The Black Pearl,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"North Indian,European,Mediterranean",1400,4.7,10550,"Casual Dining, Bar"
House Of Commons,"122/B, Jyothi Nivas Road, 5th Block, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Continental,Asian,North Indian",1000,4.7,4470,Bar
CTR,"7th Cross, Margosa Road, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,South Indian,150,4.7,4408,Quick Bites
Barbecue by Punjab Grill,"Unit T-1, Third Floor, Sampige Road, Mantri Square Mall, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,BBQ,1300,4.7,1316,Casual Dining
Flechazo,"9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Asian,Mediterranean,North Indian,BBQ",1400,4.7,7154,Casual Dining
Mainland China,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",Marathahalli,Marathahalli,Chinese,1700,4.7,1542,Casual Dining
Hammered,"18, Ali Askar Road, Cunningham Road, Bangalore",MG Road,MG Road,"North Indian,Thai,Japanese,Continental,Cafe",1300,4.7,4841,"Pub, Cafe"
Barbeque Nation,"4005, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"North Indian,European,Mediterranean,BBQ,Kebab",1600,4.7,7261,Casual Dining
Corner House Ice Cream,"3283, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Ice Cream,Desserts",400,4.7,2172,Dessert Parlor
Burma Burma,"607, Ground Floor, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Asian,Burmese",1500,4.7,1674,Casual Dining
Corner House Ice Cream,"3283, 2nd Stage, Off Double Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Ice Cream,Desserts",400,4.7,2174,Dessert Parlor
Barbeque Nation,"4005, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"North Indian,European,Mediterranean,BBQ,Kebab",1600,4.7,7270,Casual Dining
Burma Burma,"607, Ground Floor, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Asian,Burmese",1500,4.7,1677,Casual Dining
Hunger Camp,"77B, 2nd Cross, 3rd Main, 4th Phase, JP Nagar, Bangalore",Bannerghatta Road,Bannerghatta Road,"North Indian,South Indian,Chinese,Seafood",1300,4.6,311,Casual Dining
eat.fit,"93/A 4th 'B' Cross, Koramangala 5th Block, Bangalore",Basavanagudi,Basavanagudi,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.6,143,Delivery
Onesta,"2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Basavanagudi,Basavanagudi,"Pizza,Cafe,Italian",600,4.6,2556,"Casual Dining, Cafe"
Sarjapur Social,"22, 57/58/1/2, Saket Callipolis, Doddakannhalli, Ambalipura, Sarjapur Road, Bangalore",Bellandur,Bellandur,"American,North Indian,Chinese,Finger Food",1500,4.6,1193,"Bar, Casual Dining"
Vapour Brewpub and Diner,"7th Floor, Bren Mercury, Kaikondrahalli Junction, Sarjapur Road, Bangalore",Bellandur,Bellandur,"North Indian,Continental,Italian",1400,4.6,2726,"Microbrewery, Pub"
Rim Naam - The Oberoi,"The Oberoi, 37-39, MG Road, Bangalore",Brigade Road,Brigade Road,Thai,3000,4.6,979,Fine Dining
Brik Oven,"19, Church Street, Bangalore",Brigade Road,Brigade Road,"Cafe,Pizza,Beverages",1100,4.6,2257,Cafe
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",Brigade Road,Brigade Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,2490,Casual Dining
MISU,"4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore",Brigade Road,Brigade Road,"Asian,Japanese,Korean,Indonesian,Malaysian",1700,4.6,1211,"Casual Dining, Bar"
Yauatcha,"1 MG Mall, MG Road, Bangalore",Brigade Road,Brigade Road,"Chinese,Asian,Cantonese,Tea",2800,4.6,2339,Fine Dining
Brik Oven,"19, Church Street, Bangalore",Brigade Road,Brigade Road,"Cafe,Pizza,Beverages",1100,4.6,2259,Cafe
Toast & Tonic,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Brigade Road,Brigade Road,"European,Asian",1500,4.6,1082,Casual Dining
Caperberry,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",Brigade Road,Brigade Road,"Spanish,Italian,Mediterranean,European,Salad",2200,4.6,1423,Fine Dining
Mahjong Room - WelcomHotel Bengaluru,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",Brigade Road,Brigade Road,Chinese,1200,4.6,116,Casual Dining
Dock Frost'd,"Sriven Square Building, Ground Floor, Near Kundanahalli Signal, Marathahalli",Brookefield,Brookefield,"Beverages,Desserts",400,4.6,110,"Beverage Shop, Dessert Parlor"
Onesta,"90/3, Opposite Innovative Multiplex, Beside World of Titan, Outer Ring Road, Marathahalli, Bangalore",Brookefield,Brookefield,"Pizza,Cafe,Italian",600,4.6,2750,"Casual Dining, Cafe"
Galito's,"120, Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Brookefield,Brookefield,"African,Burger",1000,4.6,586,Casual Dining
Windmills Craftworks,"331, Road 5B, EPIP Area, Next to KTPO, Whitefield, Bangalore",Brookefield,Brookefield,"American,North Indian,Salad",2500,4.6,5890,"Microbrewery, Pub"
Oota Bangalore,"331, 5B, EPIP Zone Landmarks, Near L&T Infotech, Whitefield, Bangalore",Brookefield,Brookefield,South Indian,1700,4.6,463,Casual Dining
Windmills Craftworks,"331, Road 5B, EPIP Area, Next to KTPO, Whitefield, Bangalore",Brookefield,Brookefield,"American,North Indian,Salad",2500,4.6,5892,"Microbrewery, Pub"
Galito's,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",BTM,BTM,"African,Burger",1000,4.6,406,Casual Dining
The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",BTM,BTM,"Desserts,Beverages",300,4.6,117,Dessert Parlor
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",BTM,BTM,"American,North Indian,Chinese,Finger Food",1500,4.6,4650,Lounge
The Blue Wagon - Kitchen,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",BTM,BTM,"Cafe,Beverages",400,4.6,230,Cafe
Kurtoskalacs,"130, 17th H Main Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Desserts,Fast Food",400,4.6,342,"Dessert Parlor, Quick Bites"
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",BTM,BTM,"Desserts,Continental",550,4.6,1028,Dessert Parlor
Hunger Camp,"77B, 2nd Cross, 3rd Main, 4th Phase, JP Nagar, Bangalore",BTM,BTM,"North Indian,South Indian,Chinese,Seafood",1300,4.6,319,Casual Dining
The Terrace at Gilly's Redefined,"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",BTM,BTM,"Continental,Finger Food,Asian,North Indian",1400,4.6,866,"Microbrewery, Casual Dining"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"European,Continental",1800,4.6,4947,"Casual Dining, Pub"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"European,Continental",1800,4.6,4965,"Casual Dining, Pub"
Rim Naam - The Oberoi,"The Oberoi, 37-39, MG Road, Bangalore",Church Street,Church Street,Thai,3000,4.6,983,Fine Dining
Brik Oven,"19, Church Street, Bangalore",Church Street,Church Street,"Cafe,Pizza,Beverages",1100,4.6,2263,Cafe
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",Church Street,Church Street,"European,Italian,Desserts,Salad,Juices",1600,4.6,2492,Casual Dining
MISU,"4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore",Church Street,Church Street,"Asian,Japanese,Korean,Indonesian,Malaysian",1700,4.6,1217,"Casual Dining, Bar"
Yauatcha,"1 MG Mall, MG Road, Bangalore",Church Street,Church Street,"Chinese,Asian,Cantonese,Tea",2800,4.6,2341,Fine Dining
Toast & Tonic,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Church Street,Church Street,"European,Asian",1500,4.6,1083,Casual Dining
Caperberry,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",Church Street,Church Street,"Spanish,Italian,Mediterranean,European,Salad",2200,4.6,1429,Fine Dining
Mahjong Room - WelcomHotel Bengaluru,"WelcomHotel Bengaluru, 46, Richmond Road, Bangalore",Church Street,Church Street,Chinese,1200,4.6,116,Casual Dining
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",Frazer Town,Frazer Town,"European,Italian,Desserts,Salad,Juices",1600,4.6,2496,Casual Dining
MISU,"4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore",Frazer Town,Frazer Town,"Asian,Japanese,Korean,Indonesian,Malaysian",1700,4.6,1219,"Casual Dining, Bar"
Opus Food Stories,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",HSR,HSR,"Goan,Asian,North Indian,European,Continental",1500,4.6,174,"Bar, Casual Dining"
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",HSR,HSR,"Cafe,American,Burger,Beverages",750,4.6,1580,Cafe
The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",HSR,HSR,"Desserts,Beverages",300,4.6,118,Dessert Parlor
Vanilla Sky,"253, 2nd Floor, 5th Main, 17th Cross, Sector 6, HSR, Bangalore",HSR,HSR,"Chinese,Continental,North Indian,Finger Food",1200,4.6,766,Lounge
Baar Union,"253, 1st Floor, 5th Main, 17th Cross, Sector 6, HSR Layout, HSR, Bangalore",HSR,HSR,"Continental,Finger Food,Asian,Chinese",850,4.6,634,"Bar, Pub"
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",HSR,HSR,"Cafe,American,Burger,Beverages",750,4.6,1582,Cafe
Opus Food Stories,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",HSR,HSR,"Goan,Asian,North Indian,European,Continental",1500,4.6,178,"Bar, Casual Dining"
Rim Naam - The Oberoi,"The Oberoi, 37-39, MG Road, Bangalore",Indiranagar,Indiranagar,Thai,3000,4.6,979,Fine Dining
Truffles,"1st Stage, 100 feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Cafe,American,Burger,Steak",900,4.6,1308,"Cafe, Casual Dining"
Smoor,"1131, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Desserts,Cafe,Beverages",900,4.6,1687,"Dessert Parlor, Cafe"
Truffles,"1st Stage, 100 feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Cafe,American,Burger,Steak",900,4.6,1313,"Cafe, Casual Dining"
Smoke House Deli,"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Indiranagar,Indiranagar,"European,Italian,Desserts,Salad,Juices",1600,4.6,5421,Casual Dining
The Fatty Bao - Asian Gastro Bar,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Asian,Thai,Vietnamese,Malaysian,Beverages",1200,4.6,3760,"Casual Dining, Bar"
Smoor,"1131, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Desserts,Cafe,Beverages",900,4.6,1689,"Dessert Parlor, Cafe"
Apsara Ice Cream,"100/1B, 10th Cross, 2nd Main, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Ice Cream,Desserts",200,4.6,206,Dessert Parlor
Natural Ice Cream,"Next to Apple Of My Eye, 12th Main, 2nd Stage, HAL, Off 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Ice Cream,Desserts",150,4.6,922,Dessert Parlor
1131 Bar + Kitchen,"100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Continental,Asian,Italian,North Indian",1500,4.6,2785,"Bar, Casual Dining"
Yauatcha,"1 MG Mall, MG Road, Bangalore",Indiranagar,Indiranagar,"Chinese,Asian,Cantonese,Tea",2800,4.6,2332,Fine Dining
Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",Jayanagar,Jayanagar,"North Indian,Chinese,Mughlai,Mexican,BBQ",1100,4.6,538,Casual Dining
The Blue Wagon - Kitchen,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Cafe,Beverages",400,4.6,233,Cafe
Onesta,"2469, 3rd Floor, 24th Cross, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",Jayanagar,Jayanagar,"Pizza,Cafe,Italian",600,4.6,2604,"Casual Dining, Cafe"
Galito's,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Jayanagar,Jayanagar,"African,Burger",1000,4.6,409,Casual Dining
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Jayanagar,Jayanagar,"American,North Indian,Chinese,Finger Food",1500,4.6,4675,Lounge
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Jayanagar,Jayanagar,"Cafe,Desserts,Continental",550,4.6,1024,"Cafe, Dessert Parlor"
Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",Jayanagar,Jayanagar,"North Indian,Chinese,Mughlai,Mexican,BBQ",1100,4.6,545,Casual Dining
The Blue Wagon - Kitchen,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Cafe,Beverages",400,4.6,256,Cafe
Galito's,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",JP Nagar,JP Nagar,"African,Burger",1000,4.6,409,Casual Dining
The Blue Wagon - Kitchen,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",JP Nagar,JP Nagar,"Cafe,Beverages",400,4.6,233,Cafe
Hunger Camp,"77B, 2nd Cross, 3rd Main, 4th Phase, JP Nagar, Bangalore",JP Nagar,JP Nagar,"North Indian,South Indian,Chinese,Seafood",1300,4.6,324,Casual Dining
Zamindar,"412, 2nd Floor, 4th Cross Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bengaluru",Kammanahalli,Kammanahalli,"Biryani,Mughlai,Andhra",800,4.6,376,Casual Dining
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,American,Burger",600,4.6,7113,Cafe
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Desserts,Continental",550,4.6,1026,"Cafe, Dessert Parlor"
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,American,Burger,Beverages",750,4.6,1587,Cafe
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.6,1189,Delivery
Corner House Ice Cream,"146, Near William Penn, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Ice Cream,Desserts",400,4.6,277,Dessert Parlor
The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Desserts,Beverages",300,4.6,119,Dessert Parlor
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4686,Lounge
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,American,Burger",600,4.6,7120,Cafe
The Terrace at Gilly's Redefined,"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Finger Food,Asian,North Indian",1400,4.6,886,"Microbrewery, Casual Dining"
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4689,Lounge
The Reservoire,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,North Indian,Chinese,American",1300,4.6,2579,"Bar, Casual Dining"
Fenny's Lounge And Kitchen,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Mediterranean,Pizza,Continental,Seafood,Salad",1600,4.6,6371,"Bar, Casual Dining"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"European,Continental",1800,4.6,4986,"Casual Dining, Pub"
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Desserts,Continental",550,4.6,1027,"Cafe, Dessert Parlor"
Baar Union,"253, 1st Floor, 5th Main, 17th Cross, Sector 6, HSR Layout, HSR, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Finger Food,Asian,Chinese",850,4.6,650,"Bar, Pub"
Here & Now,"Shop 28, Opposite BDA Complex, 14th Main Road, Sector 2, HSR Layout, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,American,Burger,Beverages",750,4.6,1590,Cafe
The Terrace at Gilly's Redefined,"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Finger Food,Asian,North Indian",1400,4.6,890,"Microbrewery, Casual Dining"
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4694,Lounge
Fenny's Lounge And Kitchen,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Mediterranean,Pizza,Continental,Seafood,Salad",1600,4.6,6372,"Bar, Casual Dining"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"European,Continental",1800,4.6,4997,"Casual Dining, Pub"
Baar Union,"253, 1st Floor, 5th Main, 17th Cross, Sector 6, HSR Layout, HSR, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Finger Food,Asian,Chinese",850,4.6,653,"Bar, Pub"
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Cafe,American,Burger",600,4.6,7122,Cafe
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.6,1193,Delivery
Corner House Ice Cream,"146, Near William Penn, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Ice Cream,Desserts",400,4.6,277,Dessert Parlor
The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Desserts,Beverages",300,4.6,121,Dessert Parlor
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Koramangala 5th Block,Koramangala 5th Block,"Cafe,Desserts,Continental",550,4.6,1026,"Cafe, Dessert Parlor"
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4694,Lounge
Kurtoskalacs,"130, 17th H Main Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Desserts,Fast Food",400,4.6,268,"Dessert Parlor, Quick Bites"
